TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.recruit.recruitment.mapper.ResumeSqlProvider,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,238,0.3,2,29,119,304184,1586527063061,1.0,11111111111111111111111111111111111111111111111111111111111111,1.0,1111111111111111111111111111111111111111111111111111111,1.0,11,0,0,2,1,1.0,11111111111111111111111111111111111111111111111,0.3333333333333333,010010,1.0,111,1.0,111,1.0,1111111111111111111111111111111111111111111111111111111
